I, O, R, C, P, Q, solver, actual
64, 64, 64, 124, 3, 3, 599502.0, 637472.0
64, 64, 64, 125, 3, 3, 602715.0, 834000.0
64, 64, 64, 126, 3, 3, 605919.0, 638240.0
64, 64, 64, 127, 3, 3, 609156.0, 847344.0
64, 64, 64, 128, 3, 3, 612316.0, 639008.0
64, 64, 64, 129, 3, 3, 615513.0, 860688.0
64, 64, 64, 130, 3, 3, 618696.0, 648960.0
64, 64, 64, 131, 3, 3, 621878.0, 874032.0
64, 64, 64, 132, 3, 3, 625046.0, 658944.0
64, 64, 64, 133, 3, 3, 628218.0, 887376.0
64, 64, 64, 134, 3, 3, 631384.0, 668928.0
64, 64, 64, 135, 3, 3, 634541.0, 900720.0
64, 64, 64, 136, 3, 3, 637701.0, 678912.0
64, 64, 64, 137, 3, 3, 640837.0, 914064.0
64, 64, 64, 138, 3, 3, 643979.0, 682576.0
64, 64, 64, 139, 3, 3, 647117.0, 927408.0
64, 64, 64, 140, 3, 3, 650252.0, 683920.0
64, 64, 64, 141, 3, 3, 653380.0, 914128.0
64, 64, 64, 142, 3, 3, 656501.0, 685264.0
64, 64, 64, 143, 3, 3, 659625.0, 954096.0
64, 64, 64, 144, 3, 3, 662748.0, 686608.0
64, 64, 64, 145, 3, 3, 665859.0, 1491329.0
64, 64, 64, 146, 3, 3, 668952.0, 687952.0
64, 64, 64, 147, 3, 3, 672051.0, 915376.0
64, 64, 64, 148, 3, 3, 675145.0, 689296.0
64, 64, 64, 149, 3, 3, 678237.0, 5628326.0
64, 64, 64, 150, 3, 3, 681332.0, 690640.0
64, 64, 64, 151, 3, 3, 684412.0, 20263709.25
64, 64, 64, 152, 3, 3, 687487.0, 691984.0
64, 64, 64, 153, 3, 3, 690560.0, 916624.0
64, 64, 64, 154, 3, 3, 693649.0, 694848.0
64, 64, 64, 155, 3, 3, 696694.0, 1491521.0
64, 64, 64, 156, 3, 3, 699776.0, 703872.0
64, 64, 64, 157, 3, 3, 702819.0, 22070235.75
64, 64, 64, 158, 3, 3, 705868.0, 712896.0
64, 64, 64, 159, 3, 3, 708932.0, 917872.0
64, 64, 64, 160, 3, 3, 711967.0, 721920.0
64, 64, 64, 161, 3, 3, 715009.0, 2080641.0
64, 64, 64, 162, 3, 3, 718067.0, 730944.0
64, 64, 64, 163, 3, 3, 721083.0, 22913684.25
64, 64, 64, 164, 3, 3, 724114.0, 739968.0
