I, O, R, C, P, Q, solver, actual
64, 111, 64, 64, 3, 3, 285381.0, 382136.0
64, 112, 64, 64, 3, 3, 286161.0, 402816.0
64, 113, 64, 64, 3, 3, 286955.0, 9358434.0
64, 114, 64, 64, 3, 3, 287742.0, 392048.0
64, 115, 64, 64, 3, 3, 288541.0, 470740.0
64, 116, 64, 64, 3, 3, 289309.0, 404768.0
64, 117, 64, 64, 3, 3, 290079.0, 401960.0
64, 118, 64, 64, 3, 3, 290866.0, 575360.0
64, 119, 64, 64, 3, 3, 291655.0, 639044.0
64, 120, 64, 64, 3, 3, 292441.0, 406720.0
64, 121, 64, 64, 3, 3, 293228.0, 963336.0
64, 122, 64, 64, 3, 3, 294017.0, 594688.0
64, 123, 64, 64, 3, 3, 294801.0, 421784.0
64, 124, 64, 64, 3, 3, 295613.0, 408672.0
64, 125, 64, 64, 3, 3, 296395.0, 494828.0
64, 126, 64, 64, 3, 3, 297202.0, 429120.0
64, 127, 64, 64, 3, 3, 297993.0, 10517886.0
64, 128, 64, 64, 3, 3, 298761.0, 410624.0
64, 129, 64, 64, 3, 3, 299543.0, 432928.0
64, 130, 64, 64, 3, 3, 300348.0, 514360.0
64, 131, 64, 64, 3, 3, 301151.0, 10849158.0
64, 132, 64, 64, 3, 3, 301915.0, 412576.0
64, 133, 64, 64, 3, 3, 302722.0, 645708.0
64, 134, 64, 64, 3, 3, 303490.0, 649640.0
64, 135, 64, 64, 3, 3, 304276.0, 452704.0
64, 136, 64, 64, 3, 3, 305046.0, 414528.0
64, 137, 64, 64, 3, 3, 305833.0, 11346066.0
64, 138, 64, 64, 3, 3, 306599.0, 462592.0
64, 139, 64, 64, 3, 3, 307387.0, 11511702.0
64, 140, 64, 64, 3, 3, 308149.0, 416480.0
64, 141, 64, 64, 3, 3, 308917.0, 472480.0
64, 142, 64, 64, 3, 3, 309692.0, 688264.0
64, 143, 64, 64, 3, 3, 310473.0, 980694.0
64, 144, 64, 64, 3, 3, 311215.0, 418432.0
64, 145, 64, 64, 3, 3, 311980.0, 572956.0
64, 146, 64, 64, 3, 3, 312749.0, 707576.0
64, 147, 64, 64, 3, 3, 313530.0, 492256.0
64, 148, 64, 64, 3, 3, 314255.0, 420384.0
64, 149, 64, 64, 3, 3, 315064.0, 12339882.0
64, 150, 64, 64, 3, 3, 315770.0, 502144.0
64, 151, 64, 64, 3, 3, 316541.0, 12505518.0
64, 152, 64, 64, 3, 3, 317276.0, 422336.0
64, 153, 64, 64, 3, 3, 318017.0, 512032.0
64, 154, 64, 64, 3, 3, 318766.0, 655704.0
64, 155, 64, 64, 3, 3, 319506.0, 612020.0
64, 156, 64, 64, 3, 3, 320255.0, 424288.0
64, 157, 64, 64, 3, 3, 321021.0, 13002426.0
64, 158, 64, 64, 3, 3, 321780.0, 765512.0
64, 159, 64, 64, 3, 3, 322463.0, 531808.0
64, 160, 64, 64, 3, 3, 323217.0, 426272.0
64, 161, 64, 64, 3, 3, 323939.0, 659036.0
64, 162, 64, 64, 3, 3, 324702.0, 541696.0
64, 163, 64, 64, 3, 3, 325405.0, 13499334.0
64, 164, 64, 64, 3, 3, 326150.0, 436416.0
